Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"MD1810240051SZWA1P","SZ","264","Propiconazole","0.03","0.01","M","","","O","FZ","Whole","NC","R","1","","CA","","1.3"
"MD1810240051SZWA1P","SZ","B80","Acetamiprid","0.015","0.0015","M","","","O","FZ","Whole","NC","R","1","","CA","","0.60"
"MD1810240051SZWA1P","SZ","AFX","Novaluron","0.015","0.0086","M","","","O","FZ","Whole","NC","R","1","","CA","","0.45"
"MD1810240051SZWA1P","SZ","930","Bifenthrin","0.014","0.002","M","","","O","FZ","Whole","NC","R","1","","CA","","3.0"
"MD1810240051SZWA1P","SZ","AKG","Fluopyram","0.0099","0.005","M","","","O","FZ","Whole","NC","R","1","","CA","","2.0"
"MD1810240051SZWA1P","SZ","B79","Trifloxystrobin","0.005","0.0015","M","","","O","FZ","Whole","NC","R","1","","CA","","1.5"
"MD1810240051SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.24","0.01","M","","","O","FZ","Whole","NC","R","1","","CA","","20.0"
"MD1810240051SZWA1P","SZ","AGG","Flonicamid","0.049","0.006","M","","","O","FZ","Whole","NC","R","1","","CA","","1.5"
"MD1811280042SZWA1P","SZ","052","Malathion","0.026","0.002","M","","","O","FZ","Whole","NC","R","1","","IL","","8"
"MD1811280042SZWA1P","SZ","AFM","Flutriafol","0.019","0.01","M","","","O","FZ","Whole","NC","R","1","","IL","","1.5"
"MD1811280042SZWA1P","SZ","B80","Acetamiprid","0.014","0.0015","M","","","O","FZ","Whole","NC","R","1","","IL","","0.60"
"MD1811280042SZWA1P","SZ","666","Carbendazim (MBC)","0.011","0.001","M","","","O","FZ","Whole","NC","R","1","","IL","","7.0"
"MD1811280042SZWA1P","SZ","AGY","Spinetoram","0.0059","0.0033","M","","E","O","FZ","Whole","NC","R","1","","IL","","0.90"
"MD1811280042SZWA1P","SZ","B75","Boscalid","0.0042","0.0033","M","","","O","FZ","Whole","NC","R","1","","IL","","4.5"
"MD1811280042SZWA1P","SZ","930","Bifenthrin","0.0031","0.002","M","","","O","FZ","Whole","NC","R","1","","IL","","3.0"
"MD1811280042SZWA1P","SZ","B10","Hexythiazox","0.002","0.002","M","","","O","FZ","Whole","NC","R","1","","IL","","6"
"MD1811280042SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.34","0.01","M","","","O","FZ","Whole","NC","R","1","","IL","","20.0"
"MD1811280042SZWA1P","SZ","AGG","Flonicamid","0.091","0.006","M","","","O","FZ","Whole","NC","R","1","","IL","","1.5"
"MD1811280042SZWA1P","SZ","AFX","Novaluron","0.048","0.0086","M","","","O","FZ","Whole","NC","R","1","","IL","","0.45"
"MD1811280042SZWA1P","SZ","AKG","Fluopyram","0.043","0.005","M","","","O","FZ","Whole","NC","R","1","","IL","","2.0"
"MD1811280042SZWA1P","SZ","679","Myclobutanil","0.034","0.0033","M","","","O","FZ","Whole","NC","R","1","","IL","","0.50"
"MD1811280042SZWA1P","SZ","808","Fenpropathrin","0.029","0.02","M","","","O","FZ","Whole","NC","R","1","","IL","","2.0"
"MD1811280042SZWA1P","SZ","B79","Trifloxystrobin","0.027","0.0015","M","","","O","FZ","Whole","NC","R","1","","IL","","1.5"
"MD1811280051SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.38","0.01","M","","","O","FZ","Whole","NC","R","1","","CA","","20.0"
"MD1811280051SZWA1P","SZ","264","Propiconazole","0.024","0.01","M","","","O","FZ","Whole","NC","R","1","","CA","","1.3"
"MD1811280051SZWA1P","SZ","B41","Fenhexamid","0.018","0.013","M","","","O","FZ","Whole","NC","R","1","","CA","","3.0"
"MD1811280051SZWA1P","SZ","AGG","Flonicamid","0.018","0.006","M","","","O","FZ","Whole","NC","R","1","","CA","","1.5"
"MD1811280051SZWA1P","SZ","B80","Acetamiprid","0.015","0.0015","M","","","O","FZ","Whole","NC","R","1","","CA","","0.60"
"MD1811280051SZWA1P","SZ","AFX","Novaluron","0.015","0.0086","M","","","O","FZ","Whole","NC","R","1","","CA","","0.45"
"MD1811280051SZWA1P","SZ","930","Bifenthrin","0.011","0.002","M","","","O","FZ","Whole","NC","R","1","","CA","","3.0"
"MD1811280057SZWA1P","SZ","666","Carbendazim (MBC)","0.0012","0.001","M","","","O","FZ","Sliced","NC","R","1","","MD","","7.0"
"MD1811280057SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.016","0.01","M","","","O","FZ","Sliced","NC","R","1","","MD","","20.0"
"MD1811280057SZWA1P","SZ","AGG","Flonicamid","0.0092","0.006","M","","","O","FZ","Sliced","NC","R","1","","MD","","1.5"
"MD1811280057SZWA1P","SZ","B43","Thiamethoxam","0.0089","0.0033","M","","","O","FZ","Sliced","NC","R","1","","MD","","0.30"
"MD1811280057SZWA1P","SZ","052","Malathion","0.0047","0.002","M","","","O","FZ","Sliced","NC","R","1","","MD","","8"
"MI1810230005SZWA1","SZ","666","Carbendazim (MBC)","0.02","0.001","M","","","O","FZ","Whole","NC","D","1","","TX","","7.0"
"MI1810230005SZWA1","SZ","AFX","Novaluron","0.019","0.0086","M","","","O","FZ","Whole","NC","D","1","","TX","","0.45"
"MI1810230005SZWA1","SZ","B43","Thiamethoxam","0.015","0.0033","M","","","O","FZ","Whole","NC","D","1","","TX","","0.30"
"MI1810230005SZWA1","SZ","AES","Methoxyfenozide","0.01","0.0033","M","","","O","FZ","Whole","NC","D","1","","TX","","2.0"
"MI1810230005SZWA1","SZ","930","Bifenthrin","0.0072","0.002","M","","","O","FZ","Whole","NC","D","1","","TX","","3.0"
"MI1810230005SZWA1","SZ","208","Malathion oxygen analog","0.0046","0.002","M","","","O","FZ","Whole","NC","D","1","","TX","","8"
"MI1810230005SZWA1","SZ","679","Myclobutanil","0.0041","0.0033","M","","","O","FZ","Whole","NC","D","1","","TX","","0.50"
"MI1810230005SZWA1","SZ","540","Pronamide","0.0021","0.002","M","V","","O","FZ","Whole","NC","D","1","","TX","","NT"
"MI1810230005SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.1","0.01","M","","","O","FZ","Whole","NC","D","1","","TX","","20.0"
"MI1810230005SZWA1","SZ","808","Fenpropathrin","0.056","0.02","M","","","O","FZ","Whole","NC","D","1","","TX","","2.0"
"MI1810230005SZWA1","SZ","B80","Acetamiprid","0.047","0.0015","M","","","O","FZ","Whole","NC","D","1","","TX","","0.60"
"MI1810230005SZWA1","SZ","AGG","Flonicamid","0.045","0.006","M","","","O","FZ","Whole","NC","D","1","","TX","","1.5"
"MI1810230005SZWA1","SZ","B61","Pyraclostrobin","0.043","0.0033","M","","","O","FZ","Whole","NC","D","1","","TX","","1.2"
"MI1810230005SZWA1","SZ","052","Malathion","0.038","0.002","M","","","O","FZ","Whole","NC","D","1","","TX","","8"
"MI1810230006SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.088","0.01","M","","","O","FZ","Sliced","NC","D","1","","ID","","20.0"
"MI1810230006SZWA1","SZ","B48","Azoxystrobin","0.034","0.0015","M","","","O","FZ","Sliced","NC","D","1","","ID","","10.0"
"MI1810230006SZWA1","SZ","052","Malathion","0.019","0.002","M","","","O","FZ","Sliced","NC","D","1","","ID","","8"
"MI1810230006SZWA1","SZ","B43","Thiamethoxam","0.018","0.0033","M","","","O","FZ","Sliced","NC","D","1","","ID","","0.30"
"MI1810230006SZWA1","SZ","B80","Acetamiprid","0.011","0.0015","M","","","O","FZ","Sliced","NC","D","1","","ID","","0.60"
"MI1810230006SZWA1","SZ","AGG","Flonicamid","0.01","0.006","M","","","O","FZ","Sliced","NC","D","1","","ID","","1.5"
"MI1810230006SZWA1","SZ","AES","Methoxyfenozide","0.0068","0.0033","M","","","O","FZ","Sliced","NC","D","1","","ID","","2.0"
"MI1810230010SZWA1","SZ","B23","Fludioxonil","0.063","0.025","M","","","O","FZ","Sliced","NC","D","1","","CA","","3.0"
"MI1810230010SZWA1","SZ","AGG","Flonicamid","0.031","0.006","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.5"
"MI1810230010SZWA1","SZ","B80","Acetamiprid","0.026","0.0015","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.60"
"MI1810230010SZWA1","SZ","AGW","Chlorantraniliprole","0.025","0.01","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.0"
"MI1810230010SZWA1","SZ","666","Carbendazim (MBC)","0.02","0.001","M","","","O","FZ","Sliced","NC","D","1","","CA","","7.0"
"MI1810230010SZWA1","SZ","930","Bifenthrin","0.019","0.002","M","","","O","FZ","Sliced","NC","D","1","","CA","","3.0"
"MI1810230010SZWA1","SZ","AFX","Novaluron","0.017","0.0086","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.45"
"MI1810230010SZWA1","SZ","679","Myclobutanil","0.0076","0.0033","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.50"
"MI1810230010SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.38","0.01","M","","","O","FZ","Sliced","NC","D","1","","CA","","20.0"
"MI1810230010SZWA1","SZ","B22","Cyprodinil","0.24","0.005","M","","","O","FZ","Sliced","NC","D","1","","CA","","5.0"
"MI1810230010SZWA1","SZ","B48","Azoxystrobin","0.086","0.0015","M","","","O","FZ","Sliced","NC","D","1","","CA","","10.0"
"MI1810230021SZWA1","SZ","B43","Thiamethoxam","0.034","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","0.30"
"MI1810230021SZWA1","SZ","B79","Trifloxystrobin","0.028","0.0015","M","","","O","FZ","Whole","NC","D","1","","MI","","1.5"
"MI1810230021SZWA1","SZ","B41","Fenhexamid","0.024","0.013","M","","","O","FZ","Whole","NC","D","1","","MI","","3.0"
"MI1810230021SZWA1","SZ","052","Malathion","0.024","0.002","M","","","O","FZ","Whole","NC","D","1","","MI","","8"
"MI1810230021SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.018","0.001","M","","","O","FZ","Whole","NC","D","1","","MI","","10.0"
"MI1810230021SZWA1","SZ","AGW","Chlorantraniliprole","0.011","0.01","M","","","O","FZ","Whole","NC","D","1","","MI","","1.0"
"MI1810230021SZWA1","SZ","B80","Acetamiprid","0.0087","0.0015","M","","","O","FZ","Whole","NC","D","1","","MI","","0.60"
"MI1810230021SZWA1","SZ","B75","Boscalid","0.0045","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","4.5"
"MI1810230021SZWA1","SZ","AKG","Fluopyram","0.094","0.005","M","","","O","FZ","Whole","NC","D","1","","MI","","2.0"
"MI1810230021SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.075","0.01","M","","","O","FZ","Whole","NC","D","1","","MI","","20.0"
"MI1811270006SZWA1","SZ","666","Carbendazim (MBC)","0.019","0.001","M","","","O","FZ","Whole","NC","D","1","","","","7.0"
"MI1811270006SZWA1","SZ","AGG","Flonicamid","0.015","0.006","M","","","O","FZ","Whole","NC","D","1","","","","1.5"
"MI1811270006SZWA1","SZ","AES","Methoxyfenozide","0.0079","0.0033","M","","","O","FZ","Whole","NC","D","1","","","","2.0"
"MI1811270006SZWA1","SZ","052","Malathion","0.0062","0.002","M","","","O","FZ","Whole","NC","D","1","","","","8"
"MI1811270006SZWA1","SZ","B61","Pyraclostrobin","0.0058","0.0033","M","","","O","FZ","Whole","NC","D","1","","","","1.2"
"MI1811270006SZWA1","SZ","AGY","Spinetoram","0.0056","0.0033","M","","E","O","FZ","Whole","NC","D","1","","","","0.90"
"MI1811270006SZWA1","SZ","B43","Thiamethoxam","0.0041","0.0033","M","","","O","FZ","Whole","NC","D","1","","","","0.30"
"MI1811270006SZWA1","SZ","B75","Boscalid","0.0036","0.0033","M","","","O","FZ","Whole","NC","D","1","","","","4.5"
"MI1811270006SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.075","0.01","M","","","O","FZ","Whole","NC","D","1","","","","20.0"
"MI1811270006SZWA1","SZ","AFX","Novaluron","0.036","0.0086","M","","","O","FZ","Whole","NC","D","1","","","","0.45"
"MI1811270006SZWA1","SZ","930","Bifenthrin","0.031","0.002","M","","","O","FZ","Whole","NC","D","1","","","","3.0"
"MI1811270006SZWA1","SZ","679","Myclobutanil","0.022","0.0033","M","","","O","FZ","Whole","NC","D","1","","","","0.50"
"MI1811270010SZWA1","SZ","B48","Azoxystrobin","0.069","0.0015","M","","","O","FZ","Sliced","NC","D","1","","CA","","10.0"
"MI1811270010SZWA1","SZ","AFX","Novaluron","0.014","0.0086","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.45"
"MI1811270010SZWA1","SZ","679","Myclobutanil","0.0067","0.0033","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.50"
"MI1811270010SZWA1","SZ","B23","Fludioxonil","0.065","0.025","M","","","O","FZ","Sliced","NC","D","1","","CA","","3.0"
"MI1811270010SZWA1","SZ","AES","Methoxyfenozide","0.053","0.0033","M","","","O","FZ","Sliced","NC","D","1","","CA","","2.0"
"MI1811270010SZWA1","SZ","AGG","Flonicamid","0.03","0.006","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.5"
"MI1811270010SZWA1","SZ","B80","Acetamiprid","0.022","0.0015","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.60"
"MI1811270010SZWA1","SZ","AGW","Chlorantraniliprole","0.022","0.01","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.0"
"MI1811270010SZWA1","SZ","930","Bifenthrin","0.017","0.002","M","","","O","FZ","Sliced","NC","D","1","","CA","","3.0"
"MI1811270010SZWA1","SZ","666","Carbendazim (MBC)","0.017","0.001","M","","","O","FZ","Sliced","NC","D","1","","CA","","7.0"
"MI1811270010SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.26","0.01","M","","","O","FZ","Sliced","NC","D","1","","CA","","20.0"
"MI1811270027SZWA1","SZ","B79","Trifloxystrobin","0.0016","0.0015","M","","","O","FZ","Whole","NC","D","1","","MI","","1.5"
"MI1811270027SZWA1","SZ","AGG","Flonicamid","0.11","0.006","M","","","O","FZ","Whole","NC","D","1","","MI","","1.5"
"MI1811270027SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.057","0.01","M","","","O","FZ","Whole","NC","D","1","","MI","","20.0"
"MI1811270027SZWA1","SZ","679","Myclobutanil","0.013","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","0.50"
"MI1811270027SZWA1","SZ","AFX","Novaluron","0.012","0.0086","M","","","O","FZ","Whole","NC","D","1","","MI","","0.45"
"MI1811270027SZWA1","SZ","B75","Boscalid","0.0039","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","4.5"
"MI1811270056SZWA1P","SZ","052","Malathion","0.017","0.002","M","","","O","FZ","Sliced","NC","R","1","","MI","","8"
"MI1811270056SZWA1P","SZ","B75","Boscalid","0.0045","0.0033","M","","","O","FZ","Sliced","NC","R","1","","MI","","4.5"
"MI1811270056SZWA1P","SZ","B80","Acetamiprid","0.0039","0.0015","M","","","O","FZ","Sliced","NC","R","1","","MI","","0.60"
"MI1811270056SZWA1P","SZ","208","Malathion oxygen analog","0.0024","0.002","M","","","O","FZ","Sliced","NC","R","1","","MI","","8"
"MI1811270056SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0013","0.001","M","","","O","FZ","Sliced","NC","R","1","","MI","","10.0"
"MI1811270056SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.061","0.01","M","","","O","FZ","Sliced","NC","R","1","","MI","","20.0"
"MI1811270056SZWA1P","SZ","AKG","Fluopyram","0.052","0.005","M","","","O","FZ","Sliced","NC","R","1","","MI","","2.0"
"MI1811270056SZWA1P","SZ","AGG","Flonicamid","0.025","0.006","M","","","O","FZ","Sliced","NC","R","1","","MI","","1.5"
"MI1811270056SZWA1P","SZ","B43","Thiamethoxam","0.024","0.0033","M","","","O","FZ","Sliced","NC","R","1","","MI","","0.30"
"MI1812040005SZWA1","SZ","666","Carbendazim (MBC)","0.018","0.001","M","","","R","FZ","Whole","NC","D","1","","TX","","7.0"
"MI1812040005SZWA1","SZ","930","Bifenthrin","0.015","0.002","M","","","O","FZ","Whole","NC","D","1","","TX","","3.0"
"MI1812040005SZWA1","SZ","AFX","Novaluron","0.014","0.0086","M","","","R","FZ","Whole","NC","D","1","","TX","","0.45"
"MI1812040005SZWA1","SZ","264","Propiconazole","0.014","0.01","M","","","R","FZ","Whole","NC","D","1","","TX","","1.3"
"MI1812040005SZWA1","SZ","B75","Boscalid","0.0093","0.0033","M","","","R","FZ","Whole","NC","D","1","","TX","","4.5"
"MI1812040005SZWA1","SZ","052","Malathion","0.0034","0.002","M","","","R","FZ","Whole","NC","D","1","","TX","","8"
"MI1812040005SZWA1","SZ","B79","Trifloxystrobin","0.0017","0.0015","M","","","R","FZ","Whole","NC","D","1","","TX","","1.5"
"MI1812040005SZWA1","SZ","AGG","Flonicamid","0.047","0.006","M","","","R","FZ","Whole","NC","D","1","","TX","","1.5"
"MI1812040005SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.042","0.01","M","","","R","FZ","Whole","NC","D","1","","TX","","20.0"
"MI1812040005SZWA1","SZ","B80","Acetamiprid","0.032","0.0015","M","","","R","FZ","Whole","NC","D","1","","TX","","0.60"
"MI1812040005SZWA1","SZ","679","Myclobutanil","0.029","0.0033","M","","","R","FZ","Whole","NC","D","1","","TX","","0.50"
"MI1812040021SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.034","0.01","M","","","R","FZ","Whole","NC","D","1","","CA","","20.0"
"MI1812040021SZWA1","SZ","808","Fenpropathrin","0.029","0.02","M","","","O","FZ","Whole","NC","D","1","","CA","","2.0"
"MI1812040021SZWA1","SZ","930","Bifenthrin","0.02","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1812040021SZWA1","SZ","B75","Boscalid","0.0066","0.0033","M","","","R","FZ","Whole","NC","D","1","","CA","","4.5"
"MI1812040021SZWA1","SZ","B52","Buprofezin","0.0012","0.001","M","","","R","FZ","Whole","NC","D","1","","CA","","2.5"
"MI1812040053SZWA1","SZ","679","Myclobutanil","0.046","0.0033","M","","","R","FZ","Whole","NC","D","1","","TX","","0.50"
"MI1812040053SZWA1","SZ","AFX","Novaluron","0.022","0.0086","M","","","R","FZ","Whole","NC","D","1","","TX","","0.45"
"MI1812040053SZWA1","SZ","B80","Acetamiprid","0.019","0.0015","M","","","R","FZ","Whole","NC","D","1","","TX","","0.60"
"MI1812040053SZWA1","SZ","052","Malathion","0.011","0.002","M","","","R","FZ","Whole","NC","D","1","","TX","","8"
"MI1812040053SZWA1","SZ","B61","Pyraclostrobin","0.008","0.0033","M","","","R","FZ","Whole","NC","D","1","","TX","","1.2"
"MI1812040053SZWA1","SZ","930","Bifenthrin","0.0044","0.002","M","","","O","FZ","Whole","NC","D","1","","TX","","3.0"
"MI1812040053SZWA1","SZ","666","Carbendazim (MBC)","0.0041","0.001","M","","","R","FZ","Whole","NC","D","1","","TX","","7.0"
"MI1812040053SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0012","0.001","M","","","O","FZ","Whole","NC","D","1","","TX","","10.0"
"MI1812040053SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.11","0.01","M","","","R","FZ","Whole","NC","D","1","","TX","","20.0"
"MI1812040103SZWA1","SZ","930","Bifenthrin","0.044","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1812040103SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.03","0.01","M","","","R","FZ","Whole","NC","D","1","","CA","","20.0"
"MI1812040103SZWA1","SZ","B75","Boscalid","0.0046","0.0033","M","","","R","FZ","Whole","NC","D","1","","CA","","4.5"
"MI1812040103SZWA1","SZ","B52","Buprofezin","0.0012","0.001","M","","","R","FZ","Whole","NC","D","1","","CA","","2.5"
"MI1812040103SZWA1","SZ","679","Myclobutanil","0.14","0.0033","M","","","R","FZ","Whole","NC","D","1","","CA","","0.50"
"NC1810240537SZWA1B","SZ","624","Tetrahydrophthalimide (THPI)","0.097","0.01","M","","","O","FZ","Whole","NC","R","1","","NC","","20.0"
"NC1810240537SZWA1B","SZ","B61","Pyraclostrobin","0.05","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","1.2"
"NC1810240537SZWA1B","SZ","B43","Thiamethoxam","0.023","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","0.30"
"NC1810240537SZWA1B","SZ","AKG","Fluopyram","0.01","0.005","M","","","O","FZ","Whole","NC","R","1","","NC","","2.0"
"NC1810240537SZWA1B","SZ","930","Bifenthrin","0.0085","0.002","M","","","O","FZ","Whole","NC","R","1","","NC","","3.0"
"NC1810240537SZWA1B","SZ","B22","Cyprodinil","0.006","0.005","M","","","O","FZ","Whole","NC","R","1","","NC","","5.0"
"NC1810240537SZWA1B","SZ","666","Carbendazim (MBC)","0.0015","0.001","M","","","O","FZ","Whole","NC","R","1","","NC","","7.0"
"NC1810240545SZWA1B","SZ","B43","Thiamethoxam","0.004","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","0.30"
"NC1810240545SZWA1B","SZ","624","Tetrahydrophthalimide (THPI)","0.093","0.01","M","","","O","FZ","Whole","NC","R","1","","NC","","20.0"
"NC1811140543SZWA1A","SZ","B43","Thiamethoxam","0.0072","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","0.30"
"NC1811140543SZWA1A","SZ","624","Tetrahydrophthalimide (THPI)","0.16","0.01","M","","","O","FZ","Whole","NC","R","1","","NC","","20.0"
"NC1811140543SZWA1A","SZ","B22","Cyprodinil","0.12","0.005","M","","","O","FZ","Whole","NC","R","1","","NC","","5.0"
"NC1811140543SZWA1B","SZ","B75","Boscalid","0.053","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","4.5"
"NC1811140543SZWA1B","SZ","B41","Fenhexamid","0.023","0.013","M","","","O","FZ","Whole","NC","R","1","","NC","","3.0"
"NC1811140543SZWA1B","SZ","930","Bifenthrin","0.014","0.002","M","","","O","FZ","Whole","NC","R","1","","NC","","3.0"
"NC1811140543SZWA1B","SZ","B61","Pyraclostrobin","0.0095","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","1.2"
"NC1811140543SZWA1B","SZ","B43","Thiamethoxam","0.0066","0.0033","M","","","O","FZ","Whole","NC","R","1","","NC","","0.30"
"NC1812120510SZWA1A","SZ","B43","Thiamethoxam","0.022","0.0033","M","","","R","FZ","Whole","NC","R","1","","NC","","0.30"
"NC1812120510SZWA1A","SZ","AFX","Novaluron","0.02","0.0086","M","","","R","FZ","Whole","NC","R","1","","NC","","0.45"
"NC1812120510SZWA1A","SZ","B41","Fenhexamid","0.019","0.013","M","","","R","FZ","Whole","NC","R","1","","NC","","3.0"
"NC1812120510SZWA1A","SZ","B79","Trifloxystrobin","0.013","0.0015","M","","","R","FZ","Whole","NC","R","1","","NC","","1.5"
"NC1812120510SZWA1A","SZ","AGG","Flonicamid","0.011","0.006","M","","","R","FZ","Whole","NC","R","1","","NC","","1.5"
"NC1812120510SZWA1A","SZ","B75","Boscalid","0.0083","0.0033","M","","","R","FZ","Whole","NC","R","1","","NC","","4.5"
"NC1812120510SZWA1A","SZ","B80","Acetamiprid","0.0068","0.0015","M","","","R","FZ","Whole","NC","R","1","","NC","","0.60"
"NC1812120510SZWA1A","SZ","B61","Pyraclostrobin","0.0045","0.0033","M","","","R","FZ","Whole","NC","R","1","","NC","","1.2"
